## Generic Event attributes (range 1-999),,,,General,Network,System,Appl,PH,displayFormat,Count(DISTINCT),GroupBy,Aggr,OrderBy,Deprecated,Availability,SysPerf,NetPerf,AppPerf,Change,Security,Simple,rbac,Description
3325,ICA Input SpeedScreen Data  Bandwidth,icaInSSDCBw,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3326,ICA Input Text Echo Bandwidth,icaInEchoBw,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3327,ICA Input ThinWire Bandwidth,icaInThinWireBw,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3328,ICA Input VideoFrame Bandwidth,icaInVFBw,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3329,ICA Latency Last Recorded,icaLatencyLast,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3330,ICA Latency Session Average,icaLatencySessAvg,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3331,ICA Latency Session Deviation,icaLatencySessDev,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3332,ICA Output Audio Bandwidth,icaOutAudioBw,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3333,ICA Output Clipboard Bandwidth,icaOutClipboardBw,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3334,ICA Output COM Bandwidth,icaOutComBw,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3335,ICA Output Control Channel Bandwidth,icaOutCntrlChBw,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3336,ICA Output Drive Bandwidth,icaOutDriveBw,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3337,ICA Output Font Data Bandwidth,icaOutFontBw,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3338,ICA Output Management Bandwidth,icaOutMgmtBw,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3339,ICA Output Printer Bandwidth,icaOutPrtBw,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3340,ICA Output Seamless Bandwidth,icaOutSeamlessBw,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3341,ICA Output Session Bandwidth,icaOutSessBw,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3342,ICA Output Session Compression,icaOutSessComp,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3343,ICA Output Session Line Speed,icaOutSessLineSpeed,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3344,ICA Output SpeedScreen Data  Bandwidth,icaOutSSDCBw,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3345,ICA Output Text Echo Bandwidth,icaOutEchoBw,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3347,ICA Output ThinWire Bandwidth,icaOutThinWireBw,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3348,ICA Output VideoFrame Bandwidth,icaOutVFBw,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3349,Vuln Report Status,vulnReportStatus,string,0,0,0,1,0,,1,1,0,0,0,,,,,,1,,,
3350,DNS Domain Requests Recvd,dnsDomainReqRecv,uint32,0,0,0,1,0,,0,0,1,1,0,,,,1,,,,,
3351,RADIUS Service Class,radiusServiceClass,string,0,1,0,0,0,,1,1,0,0,0,,,,,,1,,,
## Job Status Report attributes (4500-4600)
4500,Job Id,jobId,string,0,0,0,0,1,,1,1,0,0,0,,,,,,,,,
4501,Job Type,jobType,uint16,0,0,0,0,1,Code,0,0,1,1,0,,,,,,,,,
4502,Job Status Type,jobStatusType,string,0,0,0,0,1,,1,1,0,0,0,,,,,,,,,
4503,Job Detail,jobDetail,string,0,0,0,0,1,,1,1,0,0,0,,,,,,,,,
4504,Job Description,jobDesc,string,0,0,0,0,1,,1,1,0,0,0,,,,,,,,,
#4505,Job Interval,jobInterval,uint32,0,0,0,0,1,,0,0,1,1,0,,,,,,,,,
4506,Job Name,jobName,string,0,0,0,0,1,,1,1,0,0,0,,,,,,,,,
4507,Job Status,jobStatus,uint16,0,0,0,0,1,Code,0,0,1,1,0,,,,,,,,,
## ProspectHills Internal attributes (9000-9999),,,,,,,,,,,,,,,,,,,,,,,
9000,Thread Name,threadName,string,0,0,0,0,1,,1,1,0,0,0,,,,,,,,,
9001,Param Name,paraName,string,0,0,0,0,1,,1,1,0,0,0,,,,,,,,,
9002,Config Name,configName,string,0,0,0,0,1,,1,1,0,0,0,,,,,,,,,
9003,Item,item,string,0,0,0,0,1,,1,1,0,0,0,,,,,,,,,
9004,Notification Event Value,notifValue,string,0,0,0,0,1,,1,1,0,0,0,,,,,,,,,
9005,DOM Elem Name,elemName,string,0,0,0,0,1,,1,1,0,0,0,,,,,,,,,
9006,Config Value,configValue,string,0,0,0,0,1,,1,1,0,0,0,,,,,,,,,
9007,Directory Name,dirName,string,0,0,0,0,1,,1,1,0,0,0,,,,,,,,,
9008,Err No,errorNo,uint32,0,0,0,0,1,,1,1,0,0,0,,,,,,,,,
9009,Err String,errorString,string,0,0,0,0,1,,1,1,0,0,0,,,,,,,,,
9010,Query Id,queryId,string,0,0,0,0,1,,1,1,0,0,0,,,,,,,,,
9011,Operation Name,opName,string,0,0,0,0,1,,1,1,0,0,0,,,,,,,,,
9012,User defined msg,usrMsg,string,0,0,0,0,1,,1,1,0,0,0,,,,,,,,,
9013,Notification ID,notifId,uint32,0,0,0,0,1,,0,1,0,0,0,,,,,,,,,
9014,Notification Handler Name,handlerName,string,0,0,0,0,1,,1,1,0,0,0,,,,,,,,,
9015,Notification Event Id,notifEvtId,uint32,0,0,0,0,1,,1,1,0,0,0,,,,,,,,,
9016,OS Service Name,serviceName,string,0,0,0,0,1,,1,1,0,0,0,,,,,,,,,
9017,Old Log Level,oldLogLevel,uint32,0,0,0,0,1,,1,1,0,0,0,,,,,,,,,
9018,New Log Level,newLogLevel,uint32,0,0,0,0,1,,1,1,0,0,0,,,,,,,,,
9019,Command exit value,exitValue,int32,0,0,0,0,1,,1,1,0,0,0,,,,,,,,,
9020,Phoenix Log Detail,phLogDetail,string,0,0,0,0,1,,1,1,0,0,0,,,,,,,,,
9021,Coredump File Name,coreDumpFile,string,0,0,0,0,1,,0,0,0,0,0,,,,,,,,,
9022,Reason for Error,errReason,string,0,0,0,0,1,,1,1,0,0,0,,,,,,,,,
9023,Object Identifier,oid,string,0,0,0,0,1,,1,1,0,0,0,,,,,,,,,
9024,Community String,comm,string,0,0,0,0,1,,1,1,0,0,0,,,,,,,,,
9025,Function Name,funName,string,0,0,0,0,1,,1,1,0,0,0,,,,,,,,,
9026,PH Discovery Failure Code,phDiscovFailCode,string,0,0,0,0,1,,1,1,0,0,0,,,,,,,,,
9027,PH Discovery Success Code,phDiscovSuccessCode,string,0,0,0,0,1,,1,1,0,0,0,,,,,,,,,
9028,Reported Process Name,reptProcName,string,0,0,0,0,1,,1,1,0,0,0,,,,,,,,,
9029,Data Request Definition,dataReqDef,string,0,0,0,0,1,,0,0,0,0,0,,,,,,,,,
9030,Config Section Name,configSectName,string,0,0,0,0,1,,1,1,0,0,0,,,,,,,,,
9031,Message,msg,string,0,0,0,0,1,,1,1,0,0,0,,,,,,,,,
## 9900 - 9920 reserved for functions' faked id
## 9920 - 9940 reseveed for expressions' faked id
## User defined (10000-59999),,,,,,,,,,,,,,,,,,,,,,,
## System reserved dynamic generated range (60000 - 65536),,,,,,,,,,,,,,,,,,,,,,,
